income_band,category_l1,drcr_ind,cnt_cust,avg_prop,min_prop,max_prop,var_prop,median
28,PETROL,D,39,0.001645745,8.34032980492339E-005,0.008525894,3.81779444367845E-006,0.0007937388
28,REVERSAL,D,3,0.0015007434,0.0002802644,0.0038548869,2.77225188351167E-006,0.0003670789
28,SWEEP,D,7,0.0326898571,1.26802049749131E-007,0.1228057072,0.001886967,0.0001874462
29,BILL PAYMENT,D,286,0.0964897788,2.5864635972539E-005,0.9886313081,0.0203447162,0.0466543287
29,CLOSING,D,2,0.0050345729,5.89410205975582E-007,0.0100685563,0.000025341,0.0050345729
29,CONSUMPTION,D,312,0.1455194625,4.60754308733158E-005,1,0.0279860392,0.0894615799
29,FOREX CHARGES,D,56,0.0007192587,1.1583315426833E-006,0.0195817593,0.000006952,9.56096992013045E-005
29,LOW BALANCE CHARGES,D,23,0.0008215681,2.58662623764394E-007,0.0060609686,1.60063456475305E-006,0.0003408059
29,PETROL CHARGES,D,109,0.0001234652,0.000001895,0.0010464448,2.99212459476352E-008,5.22309164807666E-005
29,SAVINGS,D,113,0.2225386431,0.0002883739,0.9933775067,0.0664775279,0.1051611677
29,STOCK CHARGES,D,3,0.0001433311,0.000019647,0.0002657837,1.00979692464392E-008,0.0001445625
30,BOUNCE,D,9,0.0355120023,0.0001163596,0.1262711138,0.0015188089,0.0221147239
30,PERSONAL,D,72,0.0412172774,0.000119592,0.3973941207,0.0060949877,0.0139809232
30,PREMAT CHARGES,D,2,6.03684029556462E-005,2.41823236137861E-005,9.65544822975062E-005,1.30943233813539E-009,6.03684020461515E-005
30,TRAVEL,D,110,0.0093416515,1.46301526910975E-005,0.1968414783,0.0004582031,0.0031278762
30,UNKNOWABLE,D,83,0.0368375448,2.05548894882668E-005,0.4944101572,0.0049392275,0.0085543348
30,UNKNOWN,D,242,0.576334077,0.00714587,1,0.0636367482,0.5743314028
31,BOUNCE CHARGES,D,34,7.89165820900534E-005,3.23247991218523E-006,0.0006248215,1.7269708148937E-008,1.65202800417319E-005
31,BRANCH CHARGES,D,53,0.0001727234,3.24505731441604E-006,0.0012572774,7.74507382260189E-008,6.47483975626528E-005
31,CHARGES,D,158,0.001156222,8.60575482874992E-007,0.1524837017,0.0001459272,0.000106755
31,EMI,D,121,0.1331354037,0.0002988332,0.7631480694,0.0180127956,0.0826183781
31,INVESTMENT,D,78,0.0794143317,0.0004551548,0.9136024714,0.0203778426,0.0234778505
31,KIDS,D,3,0.00021992,4.00548851757776E-005,0.0004812109,3.5751508768717E-008,0.0001384943
31,LOCKER CHARGES,D,6,0.0006031499,0.0002219001,0.0015322202,1.9158289343209E-007,0.0004679262
31,TAX,D,41,0.0115217526,4.37369394035159E-008,0.0527712815,0.0001984784,0.0061022523
32,CHARITY,D,5,0.0030493594,0.0001301679,0.0075882883,8.4858102404717E-006,0.0019224359
32,HEALTH,D,9,0.0008912502,8.49912539706565E-005,0.0036609834,0.000001431,0.0001630101
32,INSURANCE,D,77,0.0172462722,0.000029131,0.1565873921,0.0005660215,0.0107208723
32,INTEREST,D,2,0.0005426375,2.45820700683907E-007,0.0010850292,2.94188753941381E-007,0.0005426375
32,ONLINE WALLET,D,23,0.0021897574,8.56792757986113E-006,0.0336744636,4.6032391930291E-005,0.0005106901
32,PETROL,D,19,0.0025991908,4.12992521887645E-005,0.016777765,1.80864640019584E-005,0.0007920586
32,REVERSAL,D,1,0.0003623291,0.0003623291,0.0003623291,0,0.0003623291
32,SWEEP,D,4,0.1420481651,0.0071328715,0.4882349968,0.0404923032,0.0364123955
33,BILL PAYMENT,D,131,0.0927495341,6.80854282109067E-005,0.8586211801,0.015616453,0.0467412025
33,CLOSING,D,3,0.0003810913,1.82200395215659E-007,0.0011427627,2.90071674817856E-007,0.000000329
33,CONSUMPTION,D,152,0.135149452,3.03538836305961E-005,1,0.0244839349,0.1010700613
33,FOREX CHARGES,D,35,0.0004096601,2.97692008643935E-006,0.0063667828,1.13777224424679E-006,0.0001176528
33,LOW BALANCE CHARGES,D,8,0.0004533945,0.00005022,0.0009051045,0.00000009,0.0004657956
33,PETROL CHARGES,D,45,0.0001045252,0.000005241,0.0005672132,1.70956099966529E-008,4.95110580231994E-005
33,SAVINGS,D,56,0.2299424132,0.0015821088,0.8672537804,0.0612784624,0.1248282939
33,STOCK CHARGES,D,2,0.0006569956,0.0006567221,0.0006572691,7.47960661844614E-014,0.0006569956
34,BOUNCE,D,4,0.0097440214,3.21518928103615E-005,0.033314649,0.0001882334,0.0028146424
34,PERSONAL,D,33,0.0298183587,2.37189306062646E-005,0.229820624,0.0029042676,0.0090493122
34,TRAVEL,D,49,0.0101148325,5.75175326957833E-005,0.2607631385,0.0014079551,0.0018763914
34,UNKNOWABLE,D,35,0.0306692729,0.0001619285,0.1321930885,0.0012944956,0.013098632
34,UNKNOWN,D,102,0.6020934446,0.0339367352,1,0.0543049787,0.6053119898
35,BOUNCE CHARGES,D,17,5.48171161118957E-005,8.98926941772515E-007,0.0003749548,7.61523285878335E-009,2.75248203251977E-005
35,BRANCH CHARGES,D,26,0.0002015048,3.59570776709006E-006,0.0025911741,2.39279121685327E-007,7.00186938047409E-005
35,CHARGES,D,74,0.000217961,7.19202603249869E-007,0.0019754439,1.1960161360291E-007,0.0001098008
35,EMI,D,65,0.0948999991,0.0030251835,0.4645577073,0.0080964476,0.0677728653
35,INVESTMENT,D,36,0.0789113933,0.0001101368,0.6432750225,0.0164202831,0.0191241112
35,KIDS,D,1,0.0004835351,0.0004835351,0.0004835351,0,0.0004835351
35,LOCKER CHARGES,D,2,0.0002603257,0.0001319,0.0003887514,1.64931645190262E-008,0.0002603257
35,TAX,D,14,0.0033910879,3.93357936445682E-007,0.013010378,1.71488245860718E-005,0.0014083849
36,CHARITY,D,1,0.0004116756,0.0004116756,0.0004116756,0,0.0004116756
36,HEALTH,D,10,0.0008848731,0.00000922,0.0031726775,9.18812445084209E-007,0.0005635553
36,HOLD FUND,D,1,0.0108292438,0.0108292438,0.0108292438,0,0.0108292438
36,INSURANCE,D,42,0.014506575,0.0007920817,0.1474145651,0.0005937171,0.0064189592
36,ONLINE WALLET,D,10,0.000808464,8.86423458723584E-006,0.0030780071,1.14352383658621E-006,0.0003116239
36,PETROL,D,7,0.0009168951,9.66061998042278E-005,0.0017428435,4.32225176119485E-007,0.0009694498
36,REVERSAL,D,5,0.0033743304,0.0001450611,0.0138843153,2.79966931298461E-005,0.0008026775
36,SWEEP,D,5,0.0054708891,8.34601110000222E-007,0.0269978736,0.0001158647,5.70831907680258E-005
37,BILL PAYMENT,D,69,0.0931903431,0.0004406684,0.8624147177,0.0233036075,0.0397801176
37,CLOSING,D,2,0.0005495385,9.40215159062063E-006,0.0010896748,2.9174723246765E-007,0.0005495385
37,CONSUMPTION,D,82,0.1080056643,0.000831872,0.585703373,0.0127297782,0.076843217
37,FOREX CHARGES,D,18,0.0005635994,9.44950261327904E-006,0.002273516,0.000000548,0.0002320682
37,LOW BALANCE CHARGES,D,6,0.0003388501,2.49848490057047E-005,0.000728503,9.51951465846278E-008,0.0002688598
37,PETROL CHARGES,D,17,0.000090476,4.13143379773828E-006,0.0006769699,3.17483968374064E-008,1.38064533530269E-005
37,SAVINGS,D,24,0.3181162371,0.0062493016,0.8448124528,0.067996892,0.2514010966
38,BOUNCE,D,1,0.0608453117,0.0608453117,0.0608453117,0,0.0608453117
38,PERSONAL,D,24,0.0644638561,1.08737895061495E-005,0.474326998,0.013587755,0.014717197
38,TRAVEL,D,36,0.0317465341,7.8476092312485E-005,1,0.0268050571,0.0026360182
38,UNKNOWABLE,D,19,0.0562655204,0.000114453,0.5486631393,0.0151950982,0.0112293568
38,UNKNOWN,D,73,0.5635259495,0.053216774,1,0.0824090891,0.5424407125
39,BOUNCE CHARGES,D,5,6.41973219899228E-006,4.04678303311812E-006,1.21500770546845E-005,8.92839712998719E-012,5.47483750779065E-006
39,BRANCH CHARGES,D,15,6.11082410614472E-005,1.42431836138712E-005,0.0001940862,2.3617301918227E-009,4.7467397962464E-005
39,CHARGES,D,44,0.0229486038,3.80463461624458E-006,1,0.0222008127,0.000135959
39,EMI,D,27,0.1274053864,0.0024803379,0.8549738526,0.0272503742,0.076395072
39,INVESTMENT,D,19,0.1287939885,0.0010065174,0.8849084377,0.052006589,0.0300142206
39,LOCKER CHARGES,D,4,0.0007219339,0.0001440649,0.0011676712,1.80558559265695E-007,0.0007879998
39,TAX,D,9,0.0025490465,0.0001592394,0.0155546982,2.29257382214661E-005,0.0003717901
40,HEALTH,D,2,0.0003215398,0.0001547447,0.000488335,2.78206151212645E-008,0.0003215398
40,INSURANCE,D,25,0.0101778339,0.0010019362,0.042166248,0.0001154284,0.0071615023
40,ONLINE WALLET,D,5,0.0008322341,2.45450537477154E-005,0.0039774352,2.47341138456117E-006,4.20197757193819E-005
40,PETROL,D,8,0.0009562795,0.0001000504,0.002157981,7.04875588354505E-007,0.0005331374
40,SWEEP,D,1,0.0943534598,0.0943534598,0.0943534598,0,0.0943534598
41,BILL PAYMENT,D,38,0.0967598091,2.60868528130231E-005,0.6699153781,0.0211897211,0.0523998365
41,CONSUMPTION,D,39,0.0916025118,0.0028685445,0.2947809994,0.0052874131,0.0836149976
41,FOREX CHARGES,D,8,0.000311439,2.19512548937928E-006,0.0010927772,0.000000139,0.000097103
41,LOW BALANCE CHARGES,D,2,0.000368241,0.0002989532,0.0004375289,4.80080455212773E-009,0.000368241
41,PETROL CHARGES,D,9,0.000056939,3.7084573705215E-006,0.0002475135,6.81246966953296E-009,1.21561160995043E-005
41,SAVINGS,D,16,0.245962402,0.0001447862,0.9942917824,0.0677404503,0.1747817993
41,STOCK CHARGES,D,1,0.0002843461,0.0002843461,0.0002843461,0,0.0002843461
42,BOUNCE,D,1,0.0575303845,0.0575303845,0.0575303845,0,0.0575303845
42,PERSONAL,D,15,0.0311102763,3.22193699275886E-007,0.1569306999,0.0023667489,0.011366046
42,TRAVEL,D,21,0.0063011555,0.0002348964,0.0456730798,0.0001559424,0.0015282033
42,UNKNOWABLE,D,20,0.0367787024,3.81441241188441E-005,0.2010764629,0.003213245,0.0046020718
42,UNKNOWN,D,51,0.5974875465,0.0284397881,1,0.0833281991,0.6442434192
43,BOUNCE CHARGES,D,3,2.7752449871817E-005,5.81450149184093E-006,5.3585219575325E-005,3.87925067606406E-010,2.3857628548285E-005
43,BRANCH CHARGES,D,7,2.4050859532768E-005,1.53100627358071E-005,4.0734201320447E-005,7.09835902803376E-011,2.06948061531875E-005
43,CHARGES,D,20,0.0001366352,7.84545954957139E-006,0.0006756779,3.07174497677763E-008,4.79008558613714E-005
43,EMI,D,17,0.1354454529,0.0003451497,0.4527381659,0.016053403,0.088420108
43,INVESTMENT,D,9,0.1276394665,0.0028096302,0.6736521125,0.0481239816,0.0312573835
43,KIDS,D,1,0.0003204289,0.0003204289,0.0003204289,0,0.0003204289
43,LOCKER CHARGES,D,1,8.85002882569097E-005,8.85002882569097E-005,8.85002882569097E-005,0,8.85002882569097E-005
43,TAX,D,8,0.0093515016,9.41643065743847E-006,0.0443476699,0.0002127234,0.0011959657
44,HEALTH,D,1,0.0117614288,0.0117614288,0.0117614288,0,0.0117614288
44,INSURANCE,D,17,0.0098689488,8.67708877194673E-005,0.0545544997,0.0001779015,0.0049090497
44,ONLINE WALLET,D,5,0.0001855243,8.29738200991415E-006,0.0003938999,2.64815001700304E-008,0.0001648458
44,PETROL,D,1,0.0011254284,0.0011254284,0.0011254284,0,0.0011254284
44,SWEEP,D,2,0.000000288,8.62692051128988E-009,5.67324661915336E-007,7.80357915624956E-014,0.000000288
45,BILL PAYMENT,D,30,0.0926349231,3.29525464621838E-005,0.7623429894,0.0272045805,0.0251616202
45,CONSUMPTION,D,37,0.0829401307,0.0007674848,0.3792936802,0.0057070102,0.0719416291
45,FOREX CHARGES,D,5,0.0003134671,1.06897978184861E-005,0.0007630296,1.22909773127754E-007,4.3986874516122E-005
45,LOW BALANCE CHARGES,D,2,0.0003032301,0.0001431349,0.0004633252,2.56304503627833E-008,0.00030323
45,PETROL CHARGES,D,9,4.7628152262607E-005,4.47324418928474E-006,0.0001588787,2.41778279214758E-009,3.27297275362071E-005
45,SAVINGS,D,8,0.2111508943,0.005591209,0.7464746833,0.0551430331,0.1448529363
45,STOCK CHARGES,D,1,0.000545262,0.000545262,0.000545262,0,0.000545262
46,BOUNCE,D,1,0.0762050226,0.0762050226,0.0762050226,0,0.0762050226
46,FOREX,D,1,4.70947043140768E-006,4.70947043140768E-006,4.70947043140768E-006,0,4.70947043140768E-006
46,PERSONAL,D,8,0.0225975461,0.0002590971,0.1006306484,0.0009498906,0.0105817169
46,TRAVEL,D,16,0.0060532204,5.91276875638869E-005,0.0166920368,2.91565306106924E-005,0.0051591126
46,UNKNOWABLE,D,11,0.0350226794,0.0001288564,0.1441903114,0.0021924876,0.0070945048
46,UNKNOWN,D,35,0.6878217663,0.2112344503,0.9994656444,0.0419766249,0.7378239632
47,BOUNCE CHARGES,D,3,3.19845448757405E-005,3.76584375771927E-006,7.25715945009142E-005,8.65526578286302E-010,1.96161963685881E-005
47,BRANCH CHARGES,D,4,0.0001738088,0.000095925,0.0002466903,2.91931512931506E-009,0.0001763099
47,CHARGES,D,18,0.0001954291,2.31437570619164E-006,0.0016006078,1.46156704716529E-007,7.07554063410498E-005
47,EMI,D,9,0.1381958966,0.0073455595,0.5538019538,0.0295995247,0.0353564844
47,INVESTMENT,D,6,0.09857728,0.00115054,0.3312065601,0.0123893326,0.0697064251
47,TAX,D,6,0.0041517198,0.0005348568,0.0128682572,1.67301013680412E-005,0.0032453337
48,HEALTH,D,2,0.0003965816,0.000304282,0.0004888811,8.51920215141327E-009,0.0003965815
48,INSURANCE,D,9,0.0037443808,0.0005753911,0.0162697211,2.04107490164471E-005,0.0020502307
48,ONLINE WALLET,D,5,0.0007615225,1.3100890100759E-005,0.0025651683,9.10146105519247E-007,0.0002212452
48,PETROL,D,4,0.0008435873,0.0001518979,0.002488672,9.09940582256521E-007,0.0003668896
48,SWEEP,D,1,0.3733069003,0.3733069003,0.3733069003,0,0.3733069003
49,BILL PAYMENT,D,18,0.1323739152,0.0001487467,0.7820180058,0.0380212625,0.0583541021
49,CONSUMPTION,D,21,0.1716592153,0.0011337247,0.7172211409,0.0266714412,0.1275760382
49,FOREX CHARGES,D,6,0.0007281189,5.60682201466989E-005,0.0016750228,4.43266459451886E-007,0.0005461082
49,PETROL CHARGES,D,8,7.30714868950599E-005,7.09432242729235E-006,0.0002420645,7.2427088653528E-009,1.96803666767664E-005
49,SAVINGS,D,4,0.3383863624,0.084900111,0.9977827072,0.1454574675,0.1354313195
50,PERSONAL,D,11,0.0238960914,0.0034250759,0.1703938097,0.002175266,0.0080128573
50,TRAVEL,D,8,0.0026522937,0.000037749,0.0085430304,8.96510610753887E-006,0.0009685904
50,UNKNOWABLE,D,7,0.0255654966,0.0048074392,0.0420578867,0.0001425298,0.0263278186
50,UNKNOWN,D,28,0.617295229,0.0343130976,0.9772181511,0.0656394855,0.7056924105
51,BOUNCE CHARGES,D,4,0.000007764,4.88910291096545E-006,1.19211827040999E-005,6.69883840596965E-012,7.1228141678148E-006
51,BRANCH CHARGES,D,2,0.000245085,1.33226831167121E-005,0.0004768473,5.37137644474283E-008,0.000245085
51,CHARGES,D,12,0.000144241,9.0761443516385E-007,0.000474715,2.01561551617216E-008,0.0001012004
51,EMI,D,8,0.0918219243,0.0003916156,0.2041511536,0.005762975,0.0549357533
51,INVESTMENT,D,4,0.1805566491,0.0094369603,0.4811115265,0.036632395,0.1158390567
51,LOCKER CHARGES,D,1,5.02413895446807E-005,5.02413895446807E-005,5.02413895446807E-005,0,5.02413895446807E-005
51,TAX,D,2,0.0033530953,0.0005286013,0.0061775893,7.97776637872653E-006,0.0033530954
52,INSURANCE,D,5,0.010585152,0.0009982799,0.0241015591,0.000085905,0.0066883597
52,ONLINE WALLET,D,1,0.0001025092,0.0001025092,0.0001025092,0,0.0001025092
52,SWEEP,D,1,0.233390227,0.233390227,0.233390227,0,0.233390227
53,BILL PAYMENT,D,11,0.0774952456,0.0002200415,0.5257665515,0.0207317692,0.0399424732
53,CONSUMPTION,D,13,0.045485548,0.0020124044,0.077349931,0.0005872571,0.0561210737
53,FOREX CHARGES,D,2,0.0004504063,6.30705180810764E-005,0.0008377421,0.00000015,0.0004504063
53,LOW BALANCE CHARGES,D,2,0.000105459,7.31658365111798E-005,0.0001377521,0.000000001,0.000105459
53,PETROL CHARGES,D,2,2.14989368032548E-005,8.30594763101544E-006,3.46919259754941E-005,1.74054963298824E-010,2.14989377127495E-005
53,SAVINGS,D,2,0.1905428143,0.0062071625,0.3748784661,0.0339796325,0.1905428171
54,BOUNCE,D,1,0.2513210475,0.2513210475,0.2513210475,0,0.2513210475
54,PERSONAL,D,4,0.0142847113,1.44136420203722E-005,0.0423646234,0.000294532,0.0073799039
54,TRAVEL,D,6,0.0016939935,0.0001504932,0.0056479606,3.40123333693403E-006,0.001109235
54,UNKNOWABLE,D,2,0.0714660958,0.0004513265,0.1424808651,0.0050430975,0.0714660957
54,UNKNOWN,D,17,0.6655757822,0.0480312556,0.999940455,0.0929929532,0.7880751491
55,BOUNCE CHARGES,D,3,1.01567988319099E-005,3.64765969607106E-006,1.90091850527097E-005,4.20748136643638E-011,7.81355174694909E-006
55,BRANCH CHARGES,D,5,6.95194237778196E-005,2.96967027679784E-005,0.0001507975,2.13735766518937E-009,4.16029179177713E-005
55,CHARGES,D,11,0.0001672741,2.00213362404611E-005,0.0004042026,1.31217514101352E-008,0.0001672808
55,EMI,D,8,0.0957844062,0.0094089992,0.2794601917,0.0068482785,0.0778618902
55,INVESTMENT,D,6,0.1178893509,0.0015857976,0.481259197,0.0281870086,0.0465112291
55,LOCKER CHARGES,D,1,0.0001342093,0.0001342093,0.0001342093,0,0.0001342093
55,TAX,D,3,0.0031574264,0.000662024,0.006172678,5.19633950283335E-006,0.0026375772
56,INSURANCE,D,3,0.0147982861,0.0045612659,0.0245621521,6.67845120066881E-005,0.0152714401
56,INTEREST,D,1,1.06967820556747E-006,1.06967820556747E-006,1.06967820556747E-006,0,1.06967820556747E-006
56,PETROL,D,1,7.22095355740748E-005,7.22095355740748E-005,7.22095355740748E-005,0,7.22095355740748E-005
56,SWEEP,D,1,1.58578641276108E-005,1.58578641276108E-005,1.58578641276108E-005,0,1.58578641276108E-005
57,BILL PAYMENT,D,13,0.115865915,0.0016496504,0.8534114361,0.049704533,0.0366003774
57,CONSUMPTION,D,15,0.1610753193,0.000545381,0.6643843055,0.0275427805,0.0984373614
57,FOREX CHARGES,D,3,0.000137508,3.38240101882548E-006,0.0004035874,3.53998996982636E-008,5.55428459847462E-006
57,PETROL CHARGES,D,4,4.5861414207593E-005,2.27249324780132E-006,0.0001145582,1.75131942100373E-009,3.33074785885401E-005
57,SAVINGS,D,3,0.284587875,0.0635280162,0.4161433876,0.0247284474,0.3740922213
58,BOUNCE,D,1,0.0332341045,0.0332341045,0.0332341045,0,0.0332341045
58,PERSONAL,D,6,0.0452538013,0.0001792443,0.1301965714,0.0024146141,0.0270273127
58,TRAVEL,D,10,0.0043263074,0.000180706,0.0105370097,8.64758071300793E-006,0.0039155204
58,UNKNOWABLE,D,8,0.0340719784,0.0001302371,0.175627023,0.0032168814,0.0071425932
58,UNKNOWN,D,20,0.5714489752,0.054472845,0.9692857265,0.0841078719,0.6502870321
59,BOUNCE CHARGES,D,3,0.0001999377,2.72273541668255E-006,0.0005319227,5.57568958205666E-008,6.51678201393224E-005
59,BRANCH CHARGES,D,3,0.0001502236,9.38109224080108E-005,0.0002606713,6.10028443932646E-009,9.61886762524955E-005
59,CHARGES,D,4,0.0009831155,8.70845833560452E-005,0.001870868,7.24862080101178E-007,0.0009872548
59,EMI,D,5,0.0394728041,0.0007673869,0.1015091836,0.0018226451,0.0085716415
59,INVESTMENT,D,3,0.2318458899,0.0028496906,0.682533443,0.1015685287,0.010154536
60,CHARITY,D,1,0.000211655,0.000211655,0.000211655,0,0.000211655
60,INSURANCE,D,6,0.0405958645,0.0006174987,0.2236234993,0.0067109815,0.0045332126
60,ONLINE WALLET,D,4,0.0002838794,4.28013445343822E-005,0.0005484394,3.22617718278051E-008,0.0002721384
60,PETROL,D,3,0.0002554312,0.0001268434,0.0004261217,1.58142383642007E-008,0.0002133284
60,SWEEP,D,1,0.2220945507,0.2220945507,0.2220945507,0,0.2220945507
61,BILL PAYMENT,D,14,0.0293096237,0.0013645064,0.0829255581,0.0006930593,0.0186548252
61,CONSUMPTION,D,14,0.1870775917,0.0028351748,0.9986354709,0.0755229665,0.0716882497
61,FOREX CHARGES,D,3,0.0006608038,6.01387318965863E-006,0.0014440482,3.52907415865764E-007,0.0005323494
61,LOW BALANCE CHARGES,D,1,0.0002134797,0.0002134797,0.0002134797,0,0.0002134797
61,PETROL CHARGES,D,2,0.0002150861,0.0001404498,0.0002897225,5.57058383446019E-009,0.0002150861
61,SAVINGS,D,5,0.1384483643,0.0230109617,0.2740668952,0.0114301221,0.0966426209
62,BOUNCE,D,1,0.311779201,0.311779201,0.311779201,0,0.311779201
62,TRAVEL,D,1,0.00626262,0.00626262,0.00626262,0,0.00626262
62,UNKNOWN,D,6,0.831154108,0.5683735013,0.9979248047,0.0172864299,0.8395609856
63,BOUNCE CHARGES,D,1,0.000226697,0.000226697,0.000226697,0,0.000226697
63,BRANCH CHARGES,D,1,1.27640887512825E-005,1.27640887512825E-005,1.27640887512825E-005,0,1.27640887512825E-005
63,CHARGES,D,7,0.0001121334,8.30533008411294E-006,0.000322826,1.16034157663061E-008,6.12694566370919E-005
63,EMI,D,4,0.1283912237,0.0027922865,0.405074954,0.0260133886,0.0528488271
63,INVESTMENT,D,2,0.0726682539,0.0056085875,0.1397279203,0.0044969989,0.0726682544
63,TAX,D,2,0.0166810935,0.0001408639,0.033221323,0.0002735792,0.0166810937
64,INSURANCE,D,1,0.0222625043,0.0222625043,0.0222625043,0,0.0222625043
65,BILL PAYMENT,D,6,0.0936561562,0.0078421002,0.2861679494,0.0099248539,0.0664421767
65,CONSUMPTION,D,6,0.4701290776,0.0763593689,1,0.1694125313,0.3330009878
65,FOREX CHARGES,D,3,0.0003349428,9.63134298217483E-005,0.0007024496,6.95382105794092E-008,0.0002060654
65,PETROL CHARGES,D,3,3.47161949321162E-005,1.88472768059E-005,5.47708114027046E-005,2.23843424969675E-010,3.0530496587744E-005
65,SAVINGS,D,1,0.4178213775,0.4178213775,0.4178213775,0,0.4178213775
66,PERSONAL,D,1,0.0395126231,0.0395126231,0.0395126231,0,0.0395126231
66,TRAVEL,D,1,0.0087590758,0.0087590758,0.0087590758,0,0.0087590758
66,UNKNOWN,D,3,0.7612677018,0.5953000784,0.9999600053,0.029936049,0.6885430217
67,BOUNCE CHARGES,D,2,2.01797957970484E-005,0.000003278,3.70816196664236E-005,2.85671650111382E-010,2.01797956833616E-005
67,BRANCH CHARGES,D,1,4.00136850657873E-005,4.00136850657873E-005,4.00136850657873E-005,0,4.00136850657873E-005
67,CHARGES,D,3,0.0001216041,2.22888093048823E-006,0.0003447775,2.49436183836909E-008,0.000017806
67,EMI,D,1,0.0351999141,0.0351999141,0.0351999141,0,0.0351999141
67,INVESTMENT,D,1,0.4751892388,0.4751892388,0.4751892388,0,0.4751892388
68,HEALTH,D,1,0.0006123518,0.0006123518,0.0006123518,0,0.0006123518
68,INSURANCE,D,4,0.0091099413,0.0030250347,0.0134014729,1.91521214428496E-005,0.0100066289
68,PETROL,D,1,0.0004614536,0.0004614536,0.0004614536,0,0.0004614536
69,BILL PAYMENT,D,2,0.1045166198,0.0370514877,0.1719817519,0.004551544,0.104516618
69,CONSUMPTION,D,5,0.1277897479,0.0013164061,0.5616649985,0.0474731735,0.0176613107
69,SAVINGS,D,2,0.6751294881,0.4066220224,0.9436369538,0.0720962591,0.6751294732
70,PERSONAL,D,1,0.0104626827,0.0104626827,0.0104626827,0,0.0104626827
70,TRAVEL,D,2,0.0037389557,0.0032363527,0.0042415587,2.52609787809301E-007,0.0037389556
70,UNKNOWN,D,4,0.6776065901,0.2907480896,0.9596079588,0.0733960801,0.7300351858
71,BRANCH CHARGES,D,1,8.97053978405893E-005,8.97053978405893E-005,8.97053978405893E-005,0,8.97053978405893E-005
71,CHARGES,D,1,2.13026360142976E-005,2.13026360142976E-005,2.13026360142976E-005,0,2.13026360142976E-005
72,INSURANCE,D,1,0.0071720663,0.0071720663,0.0071720663,0,0.0071720663
72,ONLINE WALLET,D,1,0.0007014456,0.0007014456,0.0007014456,0,0.0007014456
73,BILL PAYMENT,D,4,0.0407623572,0.0008192388,0.0664798319,0.0007262054,0.0478751808
73,CONSUMPTION,D,5,0.0479967869,0.0076560578,0.1563416272,0.0030728848,0.0168712419
73,FOREX CHARGES,D,2,0.0003209727,4.69061305921059E-005,0.0005950393,7.51125034863801E-008,0.0003209727
73,SAVINGS,D,1,0.0104158279,0.0104158279,0.0104158279,0,0.0104158279
74,PERSONAL,D,1,1.20880258691614E-006,1.20880258691614E-006,1.20880258691614E-006,0,1.20880258691614E-006
74,UNKNOWABLE,D,1,0.0295479707,0.0295479707,0.0295479707,0,0.0295479707
74,UNKNOWN,D,1,0.9420432448,0.9420432448,0.9420432448,0,0.9420432448
75,BRANCH CHARGES,D,1,2.56867078860523E-005,2.56867078860523E-005,2.56867078860523E-005,0,2.56867078860523E-005
75,CHARGES,D,1,7.06384453224018E-005,7.06384453224018E-005,7.06384453224018E-005,0,7.06384453224018E-005
75,INVESTMENT,D,1,0.2179975361,0.2179975361,0.2179975361,0,0.2179975361
76,HOLD FUND,D,1,0.0010196223,0.0010196223,0.0010196223,0,0.0010196223
76,INSURANCE,D,1,0.0851831809,0.0851831809,0.0851831809,0,0.0851831809
76,ONLINE WALLET,D,1,1.54443841893226E-005,1.54443841893226E-005,1.54443841893226E-005,0,1.54443841893226E-005
77,BILL PAYMENT,D,2,0.0140056442,0.0127712144,0.0152400741,1.52381714944253E-006,0.0140056442
77,CONSUMPTION,D,2,0.2482949682,0.0949363485,0.4016535878,0.0235188662,0.2482949644
77,PETROL CHARGES,D,1,4.26121514465194E-005,4.26121514465194E-005,4.26121514465194E-005,0,4.26121514465194E-005
78,TRAVEL,D,1,0.0161335822,0.0161335822,0.0161335822,0,0.0161335822
78,UNKNOWN,D,1,0.6310824752,0.6310824752,0.6310824752,0,0.6310824752
79,BOUNCE CHARGES,D,1,5.42084562766831E-005,5.42084562766831E-005,5.42084562766831E-005,0,5.42084562766831E-005
79,CHARGES,D,1,0.0007316705,0.0007316705,0.0007316705,0,0.0007316705
79,EMI,D,1,0.0761563778,0.0761563778,0.0761563778,0,0.0761563778
79,INVESTMENT,D,1,0.2617233098,0.2617233098,0.2617233098,0,0.2617233098
80,INSURANCE,D,2,0.0025560748,0.0003780544,0.0047340952,4.74377278622143E-006,0.0025560749
81,BILL PAYMENT,D,1,0.5969054103,0.5969054103,0.5969054103,0,0.5969054103
81,CONSUMPTION,D,3,0.0344776586,0.0105753206,0.0636218414,0.0004827274,0.0292358138
81,FOREX CHARGES,D,2,0.0001275955,2.98842023767065E-005,0.0002253068,9.54749450142063E-009,0.0001275955
81,PETROL CHARGES,D,3,1.11897834358388E-005,7.63790194469038E-006,0.00001798,2.30702275841104E-011,7.951400220918E-006
82,PERSONAL,D,1,0.0207303818,0.0207303818,0.0207303818,0,0.0207303818
82,TRAVEL,D,1,0.000151197,0.000151197,0.000151197,0,0.000151197
82,UNKNOWABLE,D,1,0.0310955718,0.0310955718,0.0310955718,0,0.0310955718
82,UNKNOWN,D,2,0.9731290936,0.9462581873,1,0.0007220456,0.9731290936
