income_band,category_l1,drcr_ind,cnt_cust,avg_prop,min_prop,max_prop,var_prop,median
32,BOUNCE,D,2,0.007881518,0.0036482401,0.0121147959,1.79206415117583E-005,0.0078815185
32,FOREX,D,1,2.14113129004545E-006,2.14113129004545E-006,2.14113129004545E-006,0,2.14113129004545E-006
32,PERSONAL,D,50,0.0589625262,2.6660194635042E-005,0.9635590315,0.0217712661,0.009937413
32,PREMAT CHARGES,D,1,3.33224597852677E-005,3.33224597852677E-005,3.33224597852677E-005,0,3.33224597852677E-005
32,REMITTANCE,D,1,0.0890195742,0.0890195742,0.0890195742,0,0.0890195742
32,TRAVEL,D,97,0.0088412248,1.91378276213072E-005,0.1393216252,0.0003815869,0.0027022492
32,UNKNOWABLE,D,70,0.0379621641,4.18311210523825E-005,0.5637842417,0.0107149816,0.0048133153
32,UNKNOWN,D,186,0.5994220822,0.0060975985,1,0.0635594111,0.6196210384
33,BOUNCE CHARGES,D,38,6.86336597817373E-005,3.83658016289701E-006,0.0007526851,1.48693647751923E-008,4.19560747104697E-005
33,BRANCH CHARGES,D,44,0.0001724595,1.08192753032199E-005,0.0014917654,8.54590293284969E-008,6.20987630099989E-005
33,CHARGES,D,118,0.0001943596,6.36440574908193E-007,0.0019940597,9.2939690113844E-008,0.0001069341
33,EMI,D,87,0.12663746,0.0030075246,0.630871892,0.0184542554,0.0707773045
33,INVESTMENT,D,50,0.0998375815,2.80343483609613E-005,0.7306863666,0.0266448691,0.0225190222
33,KIDS,D,1,5.04186464240775E-005,5.04186464240775E-005,5.04186464240775E-005,0,5.04186464240775E-005
33,LOCKER CHARGES,D,7,0.0003304227,7.68948084441945E-005,0.0006854919,3.41966015952066E-008,0.0002953919
33,TAX,D,35,0.0103828878,2.10923190024914E-006,0.0879672542,0.0003024055,0.002477956
34,CHARITY,D,1,0.000903776,0.000903776,0.000903776,0,0.000903776
34,HEALTH,D,8,0.0008490308,4.15129434259143E-005,0.0025257231,6.90335054108559E-007,0.0004981691
34,INSURANCE,D,42,0.0142405585,0.0006858074,0.0659005493,0.000245422,0.0082311602
34,INTEREST,D,1,0.0009646853,0.0009646853,0.0009646853,0,0.0009646853
34,ONLINE WALLET,D,14,0.0009112532,6.74255034027738E-006,0.0089402488,5.03323416441063E-006,0.0001971609
34,PETROL,D,11,0.0008832186,0.0001989518,0.0034705799,0.000000784,0.0005507183
34,REVERSAL,D,1,0.0008145994,0.0008145994,0.0008145994,0,0.0008145994
34,SWEEP,D,3,0.0523832407,7.07164690538775E-006,0.1570189893,0.0054743222,0.0001236612
35,BILL PAYMENT,D,93,0.0900826319,0.000052737,1,0.0230117897,0.0305706095
35,CLOSING,D,1,0.0003760703,0.0003760703,0.0003760703,0,0.0003760703
35,CONSUMPTION,D,101,0.1358945176,0.000520068,0.9393984079,0.0230104133,0.1054157764
35,FOREX CHARGES,D,17,0.0008398158,1.38450914164423E-005,0.0036411223,0.000000899,0.0004437499
35,LOW BALANCE CHARGES,D,5,0.0016478894,3.31728078890592E-005,0.0052292137,3.53664033697616E-006,0.0008763716
35,PETROL CHARGES,D,33,8.09904212763451E-005,2.92408526547661E-006,0.0004728894,1.27702310758308E-008,2.90328644041438E-005
35,SAVINGS,D,35,0.1806785359,0.0024420456,0.6087979078,0.0368404871,0.1035472229
36,BOUNCE,D,2,0.0018391356,0.0008745489,0.0028037224,9.30427634027338E-007,0.0018391357
36,FOREX,D,3,1.27890686295965E-005,8.21883622847963E-006,1.57516933541047E-005,1.07495239667924E-011,1.43966763062053E-005
36,PERSONAL,D,24,0.0228695899,0.0001203998,0.1443927288,0.0013314306,0.0066424133
36,TRAVEL,D,43,0.0126270846,3.43619030900299E-005,0.2494558543,0.0014073816,0.0036116212
36,UNKNOWABLE,D,31,0.0368459168,0.0001432565,0.1631047279,0.0023168875,0.016084915
36,UNKNOWN,D,85,0.5915196933,0.0090318853,1,0.0701372491,0.6601758003
37,BOUNCE CHARGES,D,12,7.06037680326214E-005,4.13143379773828E-006,0.0001703062,2.05941437867071E-009,8.1666097685229E-005
37,BRANCH CHARGES,D,28,0.0002093276,1.05642575363163E-005,0.0011401834,1.02304288146602E-007,7.2401569923386E-005
37,CHARGES,D,56,0.0001903392,7.91480772477371E-007,0.0010140648,6.4135031303676E-008,9.53623239183798E-005
37,EMI,D,48,0.1178794746,0.0008529925,0.7211538553,0.0215216502,0.0696671307
37,INVESTMENT,D,35,0.1028170625,0.0010710998,0.7118663788,0.0277800024,0.0164688453
37,KIDS,D,2,0.0002102555,6.06466674071271E-005,0.0003598644,2.23828101228422E-008,0.0002102555
37,LOCKER CHARGES,D,3,0.0002548602,0.0002289799,0.0002878053,6.01693100021331E-010,0.0002477955
37,TAX,D,18,0.0060688097,3.24307984556071E-005,0.031997297,7.64285155602716E-005,0.0015777512
38,CHARITY,D,1,0.0004759553,0.0004759553,0.0004759553,0,0.0004759553
38,HEALTH,D,2,0.000641967,0.0001049332,0.0011790008,2.8840531444696E-007,0.000641967
38,INSURANCE,D,32,0.0179053392,0.0005316967,0.2012908757,0.0012940497,0.0093873832
38,INTEREST,D,3,0.0009384423,1.42006263104122E-006,0.0018799312,5.88143987972647E-007,0.0009339756
38,ONLINE WALLET,D,6,0.0003752348,0.0002183879,0.0005890847,1.72263649113792E-008,0.000383913
38,PETROL,D,11,0.0016063385,5.43689493497368E-005,0.0098506976,7.40650869492268E-006,0.0007048579
38,SWEEP,D,1,6.99567535775714E-005,6.99567535775714E-005,6.99567535775714E-005,0,6.99567535775714E-005
39,BILL PAYMENT,D,57,0.1072920934,4.58727045042906E-005,1,0.027176311,0.0369569995
39,CONSUMPTION,D,65,0.1735181691,2.96425423584878E-005,1,0.0568148589,0.0963692442
39,FOREX CHARGES,D,16,0.0009730483,0.000005777,0.0094237272,5.16532002562398E-006,0.000128231
39,LOW BALANCE CHARGES,D,4,0.000366448,0.0001263038,0.0006116547,0.000000031,0.0003639166
39,PETROL CHARGES,D,16,4.28393393860915E-005,2.71731414613896E-006,0.000143842,2.15177087792149E-009,1.79246326297289E-005
39,SAVINGS,D,19,0.2515216927,0.0005762596,0.9163873196,0.0823471998,0.0683338046
40,,D,1,0.0040338985,0.0040338985,0.0040338985,0,0.0040338985
40,BOUNCE,D,1,0.0035667305,0.0035667305,0.0035667305,0,0.0035667305
40,PERSONAL,D,15,0.009841213,0.0001021009,0.0451358818,0.0001509649,0.0078155454
40,TRAVEL,D,17,0.010633354,2.76681148534408E-005,0.0696602017,0.0003845368,0.002491571
40,UNKNOWABLE,D,17,0.0221618594,3.01787986245472E-005,0.1775534302,0.0017063132,0.0045499443
40,UNKNOWN,D,59,0.6078495789,0.035599269,1,0.0717014312,0.6320233941
41,BOUNCE CHARGES,D,6,6.65827758439264E-005,0.000006102,0.0002041801,4.67335704309471E-009,4.57325659226626E-005
41,BRANCH CHARGES,D,11,0.0003357657,1.12233346953872E-005,0.0011752328,1.90637838463764E-007,3.47331369994208E-005
41,CHARGES,D,32,0.0002023111,7.20639150131319E-007,0.0010100553,6.18511738506879E-008,0.000089742
41,EMI,D,26,0.1335892968,0.0015431764,0.5898210406,0.0213731324,0.0871054828
41,INVESTMENT,D,17,0.1286375154,0.00015772,0.7819939852,0.0491783348,0.0138354991
41,TAX,D,9,0.0084828993,0.0002327546,0.0416852124,0.0001581945,0.0029712673
42,CHARITY,D,1,0.0002551718,0.0002551718,0.0002551718,0,0.0002551718
42,HEALTH,D,2,0.0014936986,0.0001571673,0.0028302299,1.78631589342432E-006,0.0014936987
42,INSURANCE,D,18,0.0171927931,0.0005373262,0.0723113567,0.0004497155,0.0039917235
42,ONLINE WALLET,D,2,0.0003318478,9.49367822613567E-005,0.0005687589,5.61268429301033E-008,0.0003318478
42,PETROL,D,3,0.0018148044,0.0011282921,0.0027791185,4.92791578888571E-007,0.0015370025
42,REVERSAL,D,2,0.0004811733,0.0002542108,0.0007081357,5.15119550131272E-008,0.0004811733
43,BILL PAYMENT,D,24,0.1057706842,0.0002923958,0.6313177943,0.0205868499,0.0518881902
43,CONSUMPTION,D,28,0.1100926521,0.0059271213,0.8157958388,0.0235298672,0.0611999966
43,FOREX CHARGES,D,8,0.0008491005,3.76252251044207E-006,0.0037733254,1.54760045273848E-006,0.000110714
43,LOW BALANCE CHARGES,D,1,0.0001789901,0.0001789901,0.0001789901,0,0.0001789901
43,PETROL CHARGES,D,11,0.0001227823,2.45083379013522E-006,0.0004517889,1.93691682044708E-008,4.74780899821781E-005
43,SAVINGS,D,12,0.1409309232,0.0079792542,0.5428836346,0.0216051201,0.0877834857
44,BOUNCE,D,2,0.0026993384,0.000548971,0.0048497058,4.62408004772258E-006,0.0026993384
44,PERSONAL,D,14,0.0347294928,0.0001972473,0.1562986374,0.001721347,0.0284066424
44,PREMAT CHARGES,D,1,0.0005593231,0.0005593231,0.0005593231,0,0.0005593231
44,TRAVEL,D,16,0.0050508816,0.0002004592,0.0319323204,5.84521757490333E-005,0.0017858368
44,UNKNOWABLE,D,17,0.0350676141,0.0002570187,0.1883084923,0.0028178776,0.0055332202
44,UNKNOWN,D,40,0.5203781093,0.0416243225,1,0.0738943632,0.4804999828
45,BOUNCE CHARGES,D,8,3.24103739615111E-005,2.82909172710788E-006,0.0001087027,1.38442192183841E-009,0.000011416
45,BRANCH CHARGES,D,9,0.0003901204,6.21288108959561E-006,0.0031008606,9.20611090487186E-007,2.4849317924236E-005
45,CHARGES,D,25,0.000179909,9.98144628283626E-007,0.0009321611,8.02111305484966E-008,0.000067309
45,EMI,D,15,0.0515078519,0.0032518366,0.2426199913,0.0037732862,0.0286156684
45,INVESTMENT,D,7,0.1078393053,0.0051936298,0.3749833703,0.0140372569,0.058183521
45,TAX,D,9,0.0564385479,5.19417444593273E-005,0.4733049273,0.02174026,0.0052059237
46,CHARITY,D,1,0.0009048515,0.0009048515,0.0009048515,0,0.0009048515
46,HEALTH,D,2,0.0008105033,0.0001577745,0.0014632322,4.26054970191972E-007,0.0008105034
46,INSURANCE,D,10,0.0158475685,0.0006076078,0.0438013151,0.0001884811,0.0103523703
46,ONLINE WALLET,D,2,0.0181257818,0.0098601561,0.0263914075,6.83205679720272E-005,0.0181257818
46,PETROL,D,4,0.0037052583,0.0007271345,0.0081507964,9.43743980348338E-006,0.0029715511
47,BILL PAYMENT,D,19,0.0859960501,3.00772680930095E-005,0.6151114702,0.0311001307,0.0068118926
47,CONSUMPTION,D,22,0.1551120576,0.0024808557,0.9763838649,0.0620848962,0.0464316234
47,FOREX CHARGES,D,6,0.0007066302,2.66518895841727E-006,0.0022368543,7.31862118546213E-007,0.0001867175
47,LOW BALANCE CHARGES,D,2,0.0001068205,7.90827180026099E-005,0.0001345583,7.69385466652969E-010,0.0001068205
47,PETROL CHARGES,D,6,4.8199273597523E-005,1.12171858290822E-006,0.0001103863,1.48061611364743E-009,3.74932460545096E-005
47,SAVINGS,D,14,0.4452955435,0.000638701,0.9999994636,0.1177114378,0.3274491429
48,PERSONAL,D,4,0.0151228319,0.0054232762,0.0323210806,0.0001090485,0.0113734854
48,TRAVEL,D,7,0.0015007486,0.0001428233,0.0037647351,1.3535528183074E-006,0.0010041422
48,UNKNOWABLE,D,11,0.0132706591,0.0001146486,0.052448146,0.0003325735,0.0035576227
48,UNKNOWN,D,26,0.6401289317,0.0980008841,1,0.0679028849,0.6712726355
49,BOUNCE CHARGES,D,2,0.000203539,5.8439742133487E-005,0.0003486382,2.10537848135117E-008,0.000203539
49,BRANCH CHARGES,D,7,0.00015297,1.26662525872234E-005,0.0004769688,4.05483919765468E-008,3.06853617075831E-005
49,CHARGES,D,13,0.0003224213,4.20054129790515E-005,0.0009315563,9.06608690508405E-008,0.0001907875
49,EMI,D,12,0.0610473081,0.0007836284,0.1286314428,0.0017946974,0.0644918382
49,INVESTMENT,D,7,0.0420976784,0.0018883062,0.1384939551,0.003083986,0.005021079
49,KIDS,D,1,9.66416628216393E-005,9.66416628216393E-005,9.66416628216393E-005,0,9.66416628216393E-005
49,TAX,D,3,0.0060610025,0.0003900109,0.0146547956,3.81853982957036E-005,0.0031382011
50,HEALTH,D,1,0.0004520006,0.0004520006,0.0004520006,0,0.0004520006
50,HOLD FUND,D,1,0.0010376085,0.0010376085,0.0010376085,0,0.0010376085
50,INSURANCE,D,14,0.0056421064,0.0001595043,0.0164535251,3.75663191589693E-005,0.002079763
50,INTEREST,D,1,2.48842679866357E-005,2.48842679866357E-005,2.48842679866357E-005,0,2.48842679866357E-005
50,PETROL,D,1,0.0018639397,0.0018639397,0.0018639397,0,0.0018639397
50,REVERSAL,D,1,4.55732078989968E-005,4.55732078989968E-005,4.55732078989968E-005,0,4.55732078989968E-005
50,SWEEP,D,3,0.0342666451,5.94273785736732E-007,0.0659389347,0.0007280079,0.0368604064
51,BILL PAYMENT,D,15,0.0944514815,0.0009030805,0.5956964493,0.0224545804,0.0411366895
51,CONSUMPTION,D,17,0.1048167723,0.004037431,0.3218794763,0.0077524313,0.0839893892
51,FOREX CHARGES,D,4,0.0014006204,0.0002326986,0.0035797241,1.66390766065984E-006,0.0008950294
51,LOW BALANCE CHARGES,D,1,0.0003576355,0.0003576355,0.0003576355,0,0.0003576355
51,PETROL CHARGES,D,5,4.71019203359902E-005,4.88910291096545E-006,0.0001251486,1.71665473038674E-009,3.38605022989213E-005
51,SAVINGS,D,6,0.1668616906,0.0204638951,0.3925063908,0.0196863362,0.1176307052
52,PERSONAL,D,5,0.0423073451,0.0001182452,0.1755162627,0.004520868,0.0078364722
52,TRAVEL,D,6,0.005540914,0.0001768397,0.0258051194,8.36024259187384E-005,0.0017964307
52,UNKNOWABLE,D,5,0.1232564912,0.0029409158,0.4024703205,0.0229843185,0.0271704383
52,UNKNOWN,D,22,0.6177312906,0.056323152,0.9999558926,0.0913892617,0.7043055892
53,BOUNCE CHARGES,D,3,1.67674750931231E-005,4.65194216303644E-006,3.33725911332294E-005,1.47557457795728E-010,1.22778919831035E-005
53,BRANCH CHARGES,D,3,0.000109077,5.11177222506376E-006,0.0003098884,2.01710409755059E-008,0.000012231
53,CHARGES,D,12,0.0843204432,0.00000491,1,0.0762322636,0.0001260352
53,EMI,D,6,0.0676760599,0.0195667706,0.1640491635,0.0021390302,0.0572316647
53,INVESTMENT,D,6,0.1525004012,0.0008757064,0.8367319703,0.0938159575,0.0186440218
53,TAX,D,3,0.0554826731,0.0012743034,0.1610509008,0.0055736777,0.0041228151
54,HEALTH,D,1,0.0002115942,0.0002115942,0.0002115942,0,0.0002115942
54,INSURANCE,D,6,0.0583517132,0.0010729018,0.2187502086,0.0058641572,0.0177547149
54,ONLINE WALLET,D,2,0.0002192781,6.11323703196831E-005,0.0003774239,0.000000025,0.0002192781
54,PETROL,D,2,0.000911128,0.0008204867,0.0010017692,8.21583812546955E-009,0.000911128
54,SWEEP,D,1,0.1064286083,0.1064286083,0.1064286083,0,0.1064286083
55,BILL PAYMENT,D,11,0.1010934174,0.0002818246,0.6646357775,0.0369165389,0.0143562965
55,CLOSING,D,1,0.0027253574,0.0027253574,0.0027253574,0,0.0027253574
55,CONSUMPTION,D,14,0.0891635538,0.0022505934,0.293967247,0.005981963,0.0720220953
55,FOREX CHARGES,D,3,0.000997669,0.0003169896,0.0017192693,3.2856865567982E-007,0.0009567482
55,LOW BALANCE CHARGES,D,1,6.41064543742686E-005,6.41064543742686E-005,6.41064543742686E-005,0,6.41064543742686E-005
55,PETROL CHARGES,D,6,3.85526035036795E-005,7.5398766057333E-006,0.0001538669,2.71350134840466E-009,1.68568367371336E-005
55,SAVINGS,D,8,0.09251867,2.35226634686114E-005,0.2266711891,0.0080588683,0.0573795997
56,PERSONAL,D,5,0.0226976011,0.000530907,0.0681114271,0.00076449,0.0020940765
56,TRAVEL,D,6,0.003584003,0.0001050081,0.006185831,5.94190923333754E-006,0.0042357091
56,UNKNOWABLE,D,1,0.0034962432,0.0034962432,0.0034962432,0,0.0034962432
56,UNKNOWN,D,12,0.8397224148,0.6490667462,1,0.0157074657,0.8439043164
57,BOUNCE CHARGES,D,4,4.18977714389257E-005,2.52459312832798E-006,0.0001148688,2.07968996570593E-009,2.5098863261519E-005
57,BRANCH CHARGES,D,3,1.01972703608529E-005,0.000006581,1.64098546520108E-005,1.94714702907148E-011,7.60093189455802E-006
57,CHARGES,D,12,0.0002759357,1.79952676262474E-005,0.0016287684,1.81251857847901E-007,0.0001392261
57,EMI,D,9,0.0765396983,0.0055205706,0.1907700449,0.0027048194,0.0680406615
57,INVESTMENT,D,8,0.1354821968,0.0002928544,0.5030758977,0.0287206932,0.0682701766
57,TAX,D,6,0.0055887218,1.55154266394675E-005,0.0211266018,5.28388456586251E-005,0.0024869295
58,HEALTH,D,1,0.0006237162,0.0006237162,0.0006237162,0,0.0006237162
58,INSURANCE,D,10,0.0066238673,0.0009221626,0.0204154532,4.55846469225572E-005,0.0034421324
58,INTEREST,D,2,0.0002017903,1.7135416783276E-005,0.0003864452,3.40974345540963E-008,0.0002017903
58,ONLINE WALLET,D,5,0.0007051446,2.85671212623129E-005,0.0030366373,1.36211840495669E-006,0.0001570699
58,PETROL,D,2,0.0003958843,0.0002683277,0.0005234409,1.6270686922934E-008,0.0003958843
58,REVERSAL,D,1,0.0001970791,0.0001970791,0.0001970791,0,0.0001970791
59,BILL PAYMENT,D,7,0.1853977432,0.0048535271,0.5786911249,0.0367908744,0.1575105637
59,CONSUMPTION,D,8,0.3193648102,0.0001190927,0.9670969248,0.1166026362,0.1626955718
59,FOREX CHARGES,D,1,7.26967437003623E-006,7.26967437003623E-006,7.26967437003623E-006,0,7.26967437003623E-006
59,LOW BALANCE CHARGES,D,2,0.0013621085,0.0002709878,0.0024532292,1.19054436419103E-006,0.0013621085
59,PETROL CHARGES,D,3,7.70252231632185E-005,0.000003515,0.0001803752,5.65845782471733E-009,4.71855164505541E-005
59,SAVINGS,D,2,0.2903698832,0.2754134238,0.3053263426,0.0002236957,0.2903698683
60,PERSONAL,D,3,0.0916128662,0.0001767578,0.25950405,0.01413113,0.0151577909
60,TRAVEL,D,7,0.0062291493,0.0001861681,0.0265261233,7.22165087122841E-005,0.0034138542
60,UNKNOWABLE,D,3,0.03180436,0.001053181,0.0648058057,0.0006799314,0.0295540933
60,UNKNOWN,D,12,0.5917021975,6.66622217977419E-005,0.8872492313,0.0640663991,0.660263896
61,BOUNCE CHARGES,D,4,0.0001324601,1.15103148345952E-005,0.0002475296,7.09069327332932E-009,0.0001354002
61,CHARGES,D,7,0.0001848829,0.000010569,0.0007131711,0.000000049,0.0001333099
61,EMI,D,7,0.1285558728,0.005155304,0.5347607136,0.0307837508,0.056703493
61,INVESTMENT,D,4,0.0098832692,1.68229471455561E-005,0.0189011637,0.000059088,0.0103075448
61,LOCKER CHARGES,D,1,0.000191758,0.000191758,0.000191758,0,0.000191758
61,TAX,D,3,0.2840923518,0.0174800623,0.80413872,0.1352530568,0.030658273
62,INSURANCE,D,1,0.0066280467,0.0066280467,0.0066280467,0,0.0066280467
63,BILL PAYMENT,D,4,0.0598044535,0.0234770253,0.1014173329,0.0007742584,0.0571617261
63,CONSUMPTION,D,7,0.1677791604,0.022993518,0.5826426744,0.0328282701,0.1250236481
63,PETROL CHARGES,D,1,4.78823767480208E-006,4.78823767480208E-006,4.78823767480208E-006,0,4.78823767480208E-006
63,SAVINGS,D,2,0.0933195765,0.0070888479,0.179550305,0.0074357385,0.09331958
64,PERSONAL,D,1,0.0181929916,0.0181929916,0.0181929916,0,0.0181929916
64,UNKNOWN,D,4,0.9381192178,0.7524948716,1,0.011485466,0.9999909997
65,BOUNCE CHARGES,D,2,0.000116121,1.31586475617951E-005,0.0002190833,1.06012365187116E-008,0.000116121
65,BRANCH CHARGES,D,1,0.0001579038,0.0001579038,0.0001579038,0,0.0001579038
65,CHARGES,D,4,0.0001342269,2.26247830141801E-005,0.0002190832,0.000000005,0.0001475998
65,EMI,D,2,0.0411650474,0.0014053379,0.0809247568,0.0015808345,0.0411650464
65,INVESTMENT,D,1,0.0335480198,0.0335480198,0.0335480198,0,0.0335480198
65,TAX,D,2,0.0160486517,0.0121795954,0.0199177079,1.49695961573217E-005,0.0160486512
66,INSURANCE,D,1,0.0031100423,0.0031100423,0.0031100423,0,0.0031100423
67,BILL PAYMENT,D,3,0.0409326906,0.0054910197,0.0609147623,0.0006314648,0.0563922897
67,CONSUMPTION,D,3,0.0681143776,0.0488953441,0.0935769156,0.0003522311,0.061870873
67,PETROL CHARGES,D,1,4.00172430090606E-005,4.00172430090606E-005,4.00172430090606E-005,0,4.00172430090606E-005
67,SAVINGS,D,1,0.0280068796,0.0280068796,0.0280068796,0,0.0280068796
68,TRAVEL,D,1,0.0003017382,0.0003017382,0.0003017382,0,0.0003017382
68,UNKNOWN,D,7,0.6407243482,0.1283982396,1,0.0760175292,0.6036832929
69,BRANCH CHARGES,D,2,0.0001893525,1.35372001750511E-005,0.0003651679,3.09110346839225E-008,0.0001893525
69,CHARGES,D,4,3.55302766479326E-005,3.50356299350096E-006,0.000086397,1.0760584789806E-009,2.61102723015938E-005
69,EMI,D,1,0.0005669196,0.0005669196,0.0005669196,0,0.0005669196
69,TAX,D,1,0.0052320505,0.0052320505,0.0052320505,0,0.0052320505
70,INSURANCE,D,1,0.0164187178,0.0164187178,0.0164187178,0,0.0164187178
70,ONLINE WALLET,D,1,0.0001889574,0.0001889574,0.0001889574,0,0.0001889574
71,BILL PAYMENT,D,1,0.1373280287,0.1373280287,0.1373280287,0,0.1373280287
71,CONSUMPTION,D,1,0.0841576904,0.0841576904,0.0841576904,0,0.0841576904
72,TRAVEL,D,1,0.0018529554,0.0018529554,0.0018529554,0,0.0018529554
72,UNKNOWN,D,4,0.7453694828,0.2240424305,0.9999821782,0.0968771467,0.8787266612
73,BOUNCE CHARGES,D,1,2.77571393780818E-006,2.77571393780818E-006,2.77571393780818E-006,0,2.77571393780818E-006
73,CHARGES,D,4,0.0001627991,4.9237107305089E-005,0.0003507306,1.36414564286366E-008,0.0001256143
73,EMI,D,3,0.1173208499,0.0025700312,0.3228797019,0.0212227636,0.0265128165
73,INVESTMENT,D,4,0.1761870198,0.0080719925,0.3519791067,0.0276699959,0.1723484844
75,BILL PAYMENT,D,1,0.0359394476,0.0359394476,0.0359394476,0,0.0359394476
75,CONSUMPTION,D,1,0.0053644069,0.0053644069,0.0053644069,0,0.0053644069
75,SAVINGS,D,1,0.0160932206,0.0160932206,0.0160932206,0,0.0160932206
76,PERSONAL,D,1,0.0146128843,0.0146128843,0.0146128843,0,0.0146128843
76,TRAVEL,D,2,0.0002398748,0.0001487372,0.0003310123,8.30604705994162E-009,0.0002398748
76,UNKNOWABLE,D,1,0.0051145093,0.0051145093,0.0051145093,0,0.0051145093
76,UNKNOWN,D,4,0.5309244674,0.1234994754,0.9005507231,0.0936185252,0.5498238206
77,CHARGES,D,1,6.37317571090534E-005,6.37317571090534E-005,6.37317571090534E-005,0,6.37317571090534E-005
78,INSURANCE,D,1,0.0160972551,0.0160972551,0.0160972551,0,0.0160972551
79,BILL PAYMENT,D,1,0.1378654391,0.1378654391,0.1378654391,0,0.1378654391
79,CONSUMPTION,D,1,0.020063905,0.020063905,0.020063905,0,0.020063905
80,PERSONAL,D,2,0.0478591938,0.0299354456,0.0657829419,0.0003212607,0.0478591919
80,TRAVEL,D,1,0.0001016154,0.0001016154,0.0001016154,0,0.0001016154
80,UNKNOWABLE,D,1,0.0324545726,0.0324545726,0.0324545726,0,0.0324545726
80,UNKNOWN,D,2,0.2418955574,0.0262626726,0.4575284421,0.046497541,0.2418955564
81,CHARGES,D,1,4.70283375761937E-005,4.70283375761937E-005,4.70283375761937E-005,0,4.70283375761937E-005
81,EMI,D,1,0.1044496372,0.1044496372,0.1044496372,0,0.1044496372
81,TAX,D,2,0.0118778516,0.0117364647,0.0120192384,0.00000002,0.0118778516
83,BILL PAYMENT,D,2,0.0270282822,0.0139915701,0.0400649942,0.0001699559,0.0270282812
83,CONSUMPTION,D,2,0.1958304271,0.0729606599,0.3187001944,0.0150969797,0.1958304346
83,PETROL CHARGES,D,1,2.82962737401249E-005,2.82962737401249E-005,2.82962737401249E-005,0,2.82962737401249E-005
84,PERSONAL,D,1,0.0040917788,0.0040917788,0.0040917788,0,0.0040917788
84,UNKNOWN,D,1,0.5821425915,0.5821425915,0.5821425915,0,0.5821425915
85,CHARGES,D,3,0.000030868,0.000024786,4.08710657211486E-005,5.08086051396247E-011,2.69470874627586E-005
85,EMI,D,2,0.0785046834,0.0387990214,0.1182103455,0.0015765396,0.0785046816
85,INVESTMENT,D,2,0.2540443316,0.1070475727,0.4010410905,0.0216080471,0.2540443242
85,LOCKER CHARGES,D,1,7.12421096977778E-005,7.12421096977778E-005,7.12421096977778E-005,0,7.12421096977778E-005
85,TAX,D,1,0.0023764898,0.0023764898,0.0023764898,0,0.0023764898
87,BILL PAYMENT,D,1,0.000259987,0.000259987,0.000259987,0,0.000259987
87,CONSUMPTION,D,1,0.0628413036,0.0628413036,0.0628413036,0,0.0628413036
88,UNKNOWN,D,1,0.8075746894,0.8075746894,0.8075746894,0,0.8075746894
89,CHARGES,D,1,0.0014417727,0.0014417727,0.0014417727,0,0.0014417727
93,BOUNCE CHARGES,D,1,6.68471911922097E-005,6.68471911922097E-005,6.68471911922097E-005,0,6.68471911922097E-005
93,CHARGES,D,1,9.22911567613483E-006,9.22911567613483E-006,9.22911567613483E-006,0,9.22911567613483E-006
93,TAX,D,1,0.0072328141,0.0072328141,0.0072328141,0,0.0072328141
94,INSURANCE,D,1,0.0015063612,0.0015063612,0.0015063612,0,0.0015063612
94,PETROL,D,1,0.0011444663,0.0011444663,0.0011444663,0,0.0011444663
95,BILL PAYMENT,D,2,0.0043597688,0.0008281331,0.0078914044,1.24724503756363E-005,0.0043597687
95,CONSUMPTION,D,2,0.0350288786,0.0311839357,0.0388738215,1.47835858854833E-005,0.0350288786
95,PETROL CHARGES,D,1,3.01389154628851E-005,3.01389154628851E-005,3.01389154628851E-005,0,3.01389154628851E-005
96,UNKNOWN,D,2,0.6871713549,0.4278234541,0.9465192556,0.0672613336,0.68717134
97,CHARGES,D,2,0.0006331634,0.0001525829,0.0011137439,0.000000231,0.0006331634
98,INSURANCE,D,1,0.1074411049,0.1074411049,0.1074411049,0,0.1074411049
98,ONLINE WALLET,D,1,3.90947898267768E-005,3.90947898267768E-005,3.90947898267768E-005,0,3.90947898267768E-005
99,BILL PAYMENT,D,2,0.0852505825,0.0500036925,0.1204974726,0.0012423433,0.0852505863
99,CONSUMPTION,D,2,0.1339878403,0.0542123392,0.2137633413,0.0063641306,0.133987844
99,FOREX CHARGES,D,1,0.0059674745,0.0059674745,0.0059674745,0,0.0059674745
100,TRAVEL,D,1,0.0385032594,0.0385032594,0.0385032594,0,0.0385032594
100,UNKNOWN,D,2,0.2032811195,0.1757933199,0.230768919,0.0007555791,0.2032811195
101,BOUNCE CHARGES,D,1,1.3808737094223E-005,1.3808737094223E-005,1.3808737094223E-005,0,1.3808737094223E-005
101,CHARGES,D,1,0.0004050563,0.0004050563,0.0004050563,0,0.0004050563
101,EMI,D,1,0.0874681175,0.0874681175,0.0874681175,0,0.0874681175
103,BILL PAYMENT,D,1,0.0089186253,0.0089186253,0.0089186253,0,0.0089186253
103,CONSUMPTION,D,1,0.1112958342,0.1112958342,0.1112958342,0,0.1112958342
104,TRAVEL,D,1,0.0001765762,0.0001765762,0.0001765762,0,0.0001765762
104,UNKNOWABLE,D,1,0.0094902832,0.0094902832,0.0094902832,0,0.0094902832
104,UNKNOWN,D,1,0.4609164894,0.4609164894,0.4609164894,0,0.4609164894
110,INSURANCE,D,1,0.0229534544,0.0229534544,0.0229534544,0,0.0229534544
111,BILL PAYMENT,D,1,0.0005484301,0.0005484301,0.0005484301,0,0.0005484301
