youtubelink,twitterid,youtubeId,commentCount,viewCount,favoriteCount,dislikeCount,likeCount
http://youtu.be/VqrBsMFRaLA,527371190927503360,VqrBsMFRaLA,2199.0,2404935.0,0.0,880.0,26603
https://www.youtube.com/watch?v=gOweBNPpuoM,527361116230664192,gOweBNPpuoM,1682.0,6554538.0,0.0,1205.0,26503
http://youtu.be/vyFRDOODgjY?a,527352446582935552,vyFRDOODgjY,5493.0,1037275.0,0.0,254.0,26081
http://youtu.be/G0QS9QAXv7I,527367252509986817,G0QS9QAXv7I,2230.0,945435.0,0.0,1668.0,26076
http://www.youtube.com/watch?v=YYQxIRHgtUY&feature=youtu.be,527356099826302977,YYQxIRHgtUY,871.0,16356058.0,0.0,1424.0,25553
https://www.youtube.com/watch?v=gmLXEmCExIE,527358511550722048,gmLXEmCExIE,2407.0,16787331.0,0.0,1372.0,25440
http://youtu.be/B9s2N7d2aLY,527342510306099200,B9s2N7d2aLY,1762.0,1016406.0,0.0,276.0,25430
http://www.youtube.com/watch?v=h-WPexVEujg&sns=tw,527339557520703488,h-WPexVEujg,2026.0,6894896.0,0.0,421.0,25289
http://youtu.be/3VJZgJ8oEdw,527349695127883776,3VJZgJ8oEdw,1580.0,3932522.0,0.0,396.0,25168
http://youtu.be/auh6XIB9q6k,527367042790223872,auh6XIB9q6k,8309.0,4943485.0,0.0,935.0,24978
http://www.youtube.com/watch?v=V3GJycgu-cs,527362760389058560,V3GJycgu-cs,2993.0,8342051.0,0.0,531.0,24957
http://youtu.be/sQIkMBQyoFU,527337540039106561,sQIkMBQyoFU,4201.0,4427215.0,0.0,792.0,24805
http://youtu.be/1KgISzULDKU,527369827803860993,1KgISzULDKU,2219.0,1300666.0,0.0,284.0,24598
http://youtu.be/a7V4ux_SCaI?a,527337221259407360,a7V4ux_SCaI,265.0,201134.0,0.0,238.0,24319
http://youtu.be/luRkeDCoxZ4,527371283235745792,luRkeDCoxZ4,6796.0,27744303.0,0.0,931.0,24150
http://youtu.be/vTXXj0h5j24?a,527367655141814272,vTXXj0h5j24,2651.0,853321.0,0.0,354.0,24012
http://youtu.be/A9YSxdlHJSo,527361921545035778,A9YSxdlHJSo,1341.0,8167033.0,0.0,767.0,23850
http://www.youtube.com/watch?v=NPwBWG67nrI&feature=youtube_gdata_player,527343516910112768,NPwBWG67nrI,1216.0,1536120.0,0.0,192.0,23634
http://youtu.be/F0YvvJsoCdk,527357890827681792,F0YvvJsoCdk,2918.0,6474489.0,0.0,910.0,23368
http://youtu.be/HBxDL2lUX6A,527357874041663488,HBxDL2lUX6A,3192.0,2654096.0,0.0,625.0,23293
